,Unnamed: 0,Map Name,Matchup,patch,Wins,Losses,Games,win_perc,loss_perc,pillar_label
225,309,Nightshade LE,PvT,4.10.1,9727,8570,18297,0.5316,0.4684,Pillar can see natural entrance
226,311,Nightshade LE,PvZ,4.10.1,8277,8894,17171,0.482,0.518,Pillar can see natural entrance
227,313,Nightshade LE,TvZ,4.10.1,10192,8884,19076,0.5343,0.4657,Pillar can see natural entrance
228,387,Simulacrum LE,PvT,4.10.1,10496,9341,19837,0.5291,0.4709,Pillar can see natural entrance
229,389,Simulacrum LE,PvZ,4.10.1,9207,10064,19271,0.4778,0.5222,Pillar can see natural entrance
230,391,Simulacrum LE,TvZ,4.10.1,10646,10133,20779,0.5123,0.4877,Pillar can see natural entrance
231,402,Thunderbird LE,PvT,4.10.1,9418,7755,17173,0.5484,0.4516,Pillar cannot see natural entrance
232,404,Thunderbird LE,PvZ,4.10.1,8055,7935,15990,0.5038,0.4962,Pillar cannot see natural entrance
233,406,Thunderbird LE,TvZ,4.10.1,9377,8475,17852,0.5253,0.4747,Pillar cannot see natural entrance
234,408,Triton LE,PvT,4.10.1,20665,17378,38043,0.5432,0.4568,Pillar can see natural entrance
235,410,Triton LE,PvZ,4.10.1,17928,19464,37392,0.4795,0.5205,Pillar can see natural entrance
236,412,Triton LE,TvZ,4.10.1,21517,20144,41661,0.5165,0.4835,Pillar can see natural entrance
237,414,Turbo Cruise '84 LE,PvT,4.10.1,242,215,457,0.5295,0.4705,Pillar can see natural entrance
238,416,Turbo Cruise '84 LE,PvZ,4.10.1,190,210,400,0.475,0.525,Pillar can see natural entrance
239,418,Turbo Cruise '84 LE,TvZ,4.10.1,265,236,501,0.5289,0.4711,Pillar can see natural entrance
240,426,Winter's Gate LE,PvT,4.10.1,7330,6366,13696,0.5352,0.4648,Pillar can see natural entrance
241,427,Winter's Gate LE,PvZ,4.10.1,5983,6973,12956,0.4618,0.5382,Pillar can see natural entrance
242,428,Winter's Gate LE,TvZ,4.10.1,7962,7655,15617,0.5098,0.4902,Pillar can see natural entrance
243,429,World of Sleepers LE,PvT,4.10.1,17276,14435,31711,0.5448,0.4552,Pillar can see natural entrance
244,431,World of Sleepers LE,PvZ,4.10.1,15275,17547,32822,0.4654,0.5346,Pillar can see natural entrance
245,433,World of Sleepers LE,TvZ,4.10.1,19234,19159,38393,0.501,0.499,Pillar can see natural entrance
246,441,Zen LE,PvT,4.10.1,6295,5506,11801,0.5334,0.4666,Pillar can see natural entrance
247,443,Zen LE,PvZ,4.10.1,4837,6170,11007,0.4394,0.5606,Pillar can see natural entrance
248,445,Zen LE,TvZ,4.10.1,6676,6996,13672,0.4883,0.5117,Pillar can see natural entrance
249,165,Deathaura LE,PvT,4.11.4,10530,8590,19120,0.5507,0.4493,Pillar cannot see natural entrance
250,167,Deathaura LE,PvZ,4.11.4,9232,9637,18869,0.4893,0.5107,Pillar cannot see natural entrance
251,169,Deathaura LE,TvZ,4.11.4,10012,9492,19504,0.5133,0.4867,Pillar cannot see natural entrance
252,196,Ephemeron LE,PvT,4.11.4,2883,2356,5239,0.5503,0.4497,Pillar can see natural entrance
253,198,Ephemeron LE,PvZ,4.11.4,2354,2347,4701,0.5007,0.4993,Pillar can see natural entrance
254,200,Ephemeron LE,TvZ,4.11.4,2507,2323,4830,0.519,0.481,Pillar can see natural entrance
255,202,Eternal Empire LE,PvT,4.11.4,29262,25099,54361,0.5383,0.4617,Pillar can see natural entrance
256,205,Eternal Empire LE,PvZ,4.11.4,26215,27241,53456,0.4904,0.5096,Pillar can see natural entrance
257,208,Eternal Empire LE,TvZ,4.11.4,29887,26822,56709,0.527,0.473,Pillar can see natural entrance
258,210,Ever Dream LE,PvT,4.11.4,29732,24746,54478,0.5458,0.4542,Pillar can see natural entrance
259,212,Ever Dream LE,PvZ,4.11.4,26475,29041,55516,0.4769,0.5231,Pillar can see natural entrance
260,214,Ever Dream LE,TvZ,4.11.4,30248,28468,58716,0.5152,0.4848,Pillar can see natural entrance
261,219,Golden Wall LE,PvT,4.11.4,12775,11404,24179,0.5284,0.4716,Pillar can see natural entrance
262,221,Golden Wall LE,PvZ,4.11.4,10612,11798,22410,0.4735,0.5265,Pillar can see natural entrance
263,223,Golden Wall LE,TvZ,4.11.4,11892,11723,23615,0.5036,0.4964,Pillar can see natural entrance
264,237,Ice and Chrome LE,PvT,4.11.4,10130,8333,18463,0.5487,0.4513,Pillar can see natural entrance
265,239,Ice and Chrome LE,PvZ,4.11.4,8796,9834,18630,0.4721,0.5279,Pillar can see natural entrance
266,241,Ice and Chrome LE,TvZ,4.11.4,9986,9562,19548,0.5108,0.4892,Pillar can see natural entrance
267,310,Nightshade LE,PvT,4.11.4,18814,16168,34982,0.5378,0.4622,Pillar can see natural entrance
268,312,Nightshade LE,PvZ,4.11.4,17153,18081,35234,0.4868,0.5132,Pillar can see natural entrance
269,314,Nightshade LE,TvZ,4.11.4,19671,17827,37498,0.5246,0.4754,Pillar can see natural entrance
270,348,Pillars of Gold LE,PvT,4.11.4,8953,7986,16939,0.5285,0.4715,Pillar can see natural entrance
271,350,Pillars of Gold LE,PvZ,4.11.4,8197,9508,17705,0.463,0.537,Pillar can see natural entrance
272,352,Pillars of Gold LE,TvZ,4.11.4,9739,9206,18945,0.5141,0.4859,Pillar can see natural entrance
273,372,Purity and Industry LE,PvT,4.11.4,9769,8666,18435,0.5299,0.4701,Pillar can see natural entrance
274,373,Purity and Industry LE,PvZ,4.11.4,7481,7977,15458,0.484,0.516,Pillar can see natural entrance
275,374,Purity and Industry LE,TvZ,4.11.4,8849,8185,17034,0.5195,0.4805,Pillar can see natural entrance
276,388,Simulacrum LE,PvT,4.11.4,20063,17192,37255,0.5385,0.4615,Pillar can see natural entrance
277,390,Simulacrum LE,PvZ,4.11.4,18098,20204,38302,0.4725,0.5275,Pillar can see natural entrance
278,392,Simulacrum LE,TvZ,4.11.4,20609,19902,40511,0.5087,0.4913,Pillar can see natural entrance
279,396,Submarine LE,PvT,4.11.4,9252,8639,17891,0.5171,0.4829,Pillar can see natural entrance
280,398,Submarine LE,PvZ,4.11.4,8286,9330,17616,0.4704,0.5296,Pillar can see natural entrance
281,400,Submarine LE,TvZ,4.11.4,9893,9405,19298,0.5126,0.4874,Pillar can see natural entrance
282,409,Triton LE,PvT,4.11.4,2688,2214,4902,0.5483,0.4517,Pillar can see natural entrance
283,411,Triton LE,PvZ,4.11.4,2108,2303,4411,0.4779,0.5221,Pillar can see natural entrance
284,413,Triton LE,TvZ,4.11.4,2448,2377,4825,0.5074,0.4926,Pillar can see natural entrance
285,430,World of Sleepers LE,PvT,4.11.4,2034,1626,3660,0.5557,0.4443,Pillar can see natural entrance
286,432,World of Sleepers LE,PvZ,4.11.4,1873,2058,3931,0.4765,0.5235,Pillar can see natural entrance
287,434,World of Sleepers LE,TvZ,4.11.4,2050,2159,4209,0.4871,0.5129,Pillar can see natural entrance
288,442,Zen LE,PvT,4.11.4,11507,9557,21064,0.5463,0.4537,Pillar can see natural entrance
289,444,Zen LE,PvZ,4.11.4,9128,11371,20499,0.4453,0.5547,Pillar can see natural entrance
290,446,Zen LE,TvZ,4.11.4,11706,12485,24191,0.4839,0.5161,Pillar can see natural entrance
291,4,Abiogenesis LE,PvT,4.2.1,4363,4140,8503,0.5131,0.4869,Pillar can see natural entrance
292,7,Abiogenesis LE,PvZ,4.2.1,4147,4877,9024,0.4596,0.5404,Pillar can see natural entrance
293,10,Abiogenesis LE,TvZ,4.2.1,5532,5737,11269,0.4909,0.5091,Pillar can see natural entrance
294,34,Acid Plant LE,PvT,4.2.1,5930,5100,11030,0.5376,0.4624,Pillar can see natural entrance
295,37,Acid Plant LE,PvZ,4.2.1,5941,6258,12199,0.487,0.513,Pillar can see natural entrance
296,40,Acid Plant LE,TvZ,4.2.1,6594,6838,13432,0.4909,0.5091,Pillar can see natural entrance
297,73,Backwater LE,PvT,4.2.1,5688,5206,10894,0.5221,0.4779,No pillar
298,76,Backwater LE,PvZ,4.2.1,5550,5840,11390,0.4873,0.5127,No pillar
299,79,Backwater LE,TvZ,4.2.1,6316,6299,12615,0.5007,0.4993,No pillar
300,99,Blackpink LE,PvT,4.2.1,6298,5391,11689,0.5388,0.4612,Pillar can see natural entrance
301,104,Blackpink LE,PvZ,4.2.1,6406,6640,13046,0.491,0.509,Pillar can see natural entrance
302,109,Blackpink LE,TvZ,4.2.1,7125,7367,14492,0.4917,0.5083,Pillar can see natural entrance
303,135,Catalyst LE,PvT,4.2.1,6518,5961,12479,0.5223,0.4777,Pillar can see natural entrance
304,140,Catalyst LE,PvZ,4.2.1,6541,7060,13601,0.4809,0.5191,Pillar can see natural entrance
305,145,Catalyst LE,TvZ,4.2.1,8013,7556,15569,0.5147,0.4853,Pillar can see natural entrance
306,184,Eastwatch LE,PvT,4.2.1,4140,3789,7929,0.5221,0.4779,Pillar can see natural entrance
307,187,Eastwatch LE,PvZ,4.2.1,4168,4576,8744,0.4767,0.5233,Pillar can see natural entrance
308,190,Eastwatch LE,TvZ,4.2.1,4920,5125,10045,0.4898,0.5102,Pillar can see natural entrance
309,279,Neon Violet Square LE,PvT,4.2.1,3856,3387,7243,0.5324,0.4676,No pillar
310,284,Neon Violet Square LE,PvZ,4.2.1,3869,3947,7816,0.495,0.505,No pillar
311,289,Neon Violet Square LE,TvZ,4.2.1,4098,4193,8291,0.4943,0.5057,No pillar
312,0,16-Bit LE,PvT,4.3,8371,8174,16545,0.506,0.494,No pillar
313,1,16-Bit LE,PvZ,4.3,7538,7069,14607,0.5161,0.4839,No pillar
314,2,16-Bit LE,TvZ,4.3,9424,8012,17436,0.5405,0.4595,No pillar
315,5,Abiogenesis LE,PvT,4.3,1289,1159,2448,0.5266,0.4734,Pillar can see natural entrance
316,8,Abiogenesis LE,PvZ,4.3,1105,1382,2487,0.4443,0.5557,Pillar can see natural entrance
317,11,Abiogenesis LE,TvZ,4.3,1516,1591,3107,0.4879,0.5121,Pillar can see natural entrance
318,35,Acid Plant LE,PvT,4.3,20540,17909,38449,0.5342,0.4658,Pillar can see natural entrance
319,38,Acid Plant LE,PvZ,4.3,19538,20223,39761,0.4914,0.5086,Pillar can see natural entrance
320,41,Acid Plant LE,TvZ,4.3,21533,21566,43099,0.4996,0.5004,Pillar can see natural entrance
321,66,Automaton LE,PvT,4.3,8443,7089,15532,0.5436,0.4564,Pillar can see natural entrance
322,68,Automaton LE,PvZ,4.3,7708,7709,15417,0.5,0.5,Pillar can see natural entrance
323,70,Automaton LE,TvZ,4.3,8539,8264,16803,0.5082,0.4918,Pillar can see natural entrance
324,74,Backwater LE,PvT,4.3,1732,1577,3309,0.5234,0.4766,No pillar
325,77,Backwater LE,PvZ,4.3,1639,1626,3265,0.502,0.498,No pillar
326,80,Backwater LE,TvZ,4.3,1811,1783,3594,0.5039,0.4961,No pillar
327,100,Blackpink LE,PvT,4.3,2026,1684,3710,0.5461,0.4539,Pillar can see natural entrance
328,105,Blackpink LE,PvZ,4.3,2030,2052,4082,0.4973,0.5027,Pillar can see natural entrance
329,110,Blackpink LE,TvZ,4.3,2182,2244,4426,0.493,0.507,Pillar can see natural entrance
330,117,Blueshift LE,PvT,4.3,17422,15214,32636,0.5338,0.4662,Pillar can see natural entrance
331,118,Blueshift LE,PvZ,4.3,16594,17167,33761,0.4915,0.5085,Pillar can see natural entrance
332,119,Blueshift LE,TvZ,4.3,18595,18514,37109,0.5011,0.4989,Pillar can see natural entrance
333,136,Catalyst LE,PvT,4.3,12182,11059,23241,0.5242,0.4758,Pillar can see natural entrance
334,141,Catalyst LE,PvZ,4.3,11679,11671,23350,0.5002,0.4998,Pillar can see natural entrance
335,146,Catalyst LE,TvZ,4.3,13370,12910,26280,0.5088,0.4912,Pillar can see natural entrance
336,147,Cerulean Fall LE,PvT,4.3,14524,12981,27505,0.528,0.472,Pillar can see natural entrance
337,148,Cerulean Fall LE,PvZ,4.3,14688,15271,29959,0.4903,0.5097,Pillar can see natural entrance
338,149,Cerulean Fall LE,TvZ,4.3,16560,16199,32759,0.5055,0.4945,Pillar can see natural entrance
339,151,Cyber Forest LE,PvT,4.3,3389,2848,6237,0.5434,0.4566,Pillar can see natural entrance
340,154,Cyber Forest LE,PvZ,4.3,3032,3375,6407,0.4732,0.5268,Pillar can see natural entrance
341,157,Cyber Forest LE,TvZ,4.3,3287,3305,6592,0.4986,0.5014,Pillar can see natural entrance
342,159,Darkness Sanctuary LE,PvT,4.3,3723,3030,6753,0.5513,0.4487,Pillar can see natural entrance
343,160,Darkness Sanctuary LE,PvZ,4.3,3276,3841,7117,0.4603,0.5397,Pillar can see natural entrance
344,161,Darkness Sanctuary LE,TvZ,4.3,3876,4119,7995,0.4848,0.5152,Pillar can see natural entrance
345,180,Dreamcatcher LE,PvT,4.3,13149,12352,25501,0.5156,0.4844,No pillar
346,181,Dreamcatcher LE,PvZ,4.3,12020,13208,25228,0.4765,0.5235,No pillar
347,182,Dreamcatcher LE,TvZ,4.3,14844,14594,29438,0.5042,0.4958,No pillar
348,185,Eastwatch LE,PvT,4.3,1284,1094,2378,0.5399,0.4601,Pillar can see natural entrance
349,188,Eastwatch LE,PvZ,4.3,1189,1302,2491,0.4773,0.5227,Pillar can see natural entrance
350,191,Eastwatch LE,TvZ,4.3,1293,1386,2679,0.4826,0.5174,Pillar can see natural entrance
351,216,Fracture LE,PvT,4.3,7590,7375,14965,0.5072,0.4928,No pillar
352,217,Fracture LE,PvZ,4.3,7458,7904,15362,0.4855,0.5145,No pillar
353,218,Fracture LE,TvZ,4.3,8898,8388,17286,0.5148,0.4852,No pillar
354,250,Kairos Junction LE,PvT,4.3,10592,9403,19995,0.5297,0.4703,Pillar can see natural entrance
355,253,Kairos Junction LE,PvZ,4.3,9591,9885,19476,0.4925,0.5075,Pillar can see natural entrance
356,256,Kairos Junction LE,TvZ,4.3,11260,10484,21744,0.5178,0.4822,Pillar can see natural entrance
357,259,King's Cove LE,PvT,4.3,2669,2370,5039,0.5297,0.4703,Pillar can see natural entrance
358,262,King's Cove LE,PvZ,4.3,2656,2693,5349,0.4965,0.5035,Pillar can see natural entrance
359,265,King's Cove LE,TvZ,4.3,2866,2665,5531,0.5182,0.4818,Pillar can see natural entrance
360,270,Lost and Found LE,PvT,4.3,19640,17022,36662,0.5357,0.4643,Pillar can see natural entrance
361,271,Lost and Found LE,PvZ,4.3,18491,19945,38436,0.4811,0.5189,Pillar can see natural entrance
362,272,Lost and Found LE,TvZ,4.3,19685,21741,41426,0.4752,0.5248,Pillar can see natural entrance
363,280,Neon Violet Square LE,PvT,4.3,1149,992,2141,0.5367,0.4633,No pillar
364,285,Neon Violet Square LE,PvZ,4.3,1108,1136,2244,0.4938,0.5062,No pillar
365,290,Neon Violet Square LE,TvZ,4.3,1117,1112,2229,0.5011,0.4989,No pillar
366,292,New Repugnancy LE,PvT,4.3,3439,3003,6442,0.5338,0.4662,Pillar can see natural entrance
367,295,New Repugnancy LE,PvZ,4.3,3181,3253,6434,0.4944,0.5056,Pillar can see natural entrance
368,298,New Repugnancy LE,TvZ,4.3,3432,3212,6644,0.5166,0.4834,Pillar can see natural entrance
369,345,Para Site LE,PvT,4.3,13343,11629,24972,0.5343,0.4657,Pillar can see natural entrance
370,346,Para Site LE,PvZ,4.3,14084,14260,28344,0.4969,0.5031,Pillar can see natural entrance
371,347,Para Site LE,TvZ,4.3,13559,14094,27653,0.4903,0.5097,Pillar can see natural entrance
372,354,Port Aleksander LE,PvT,4.3,9952,8612,18564,0.5361,0.4639,Pillar can see natural entrance
373,356,Port Aleksander LE,PvZ,4.3,9307,9503,18810,0.4948,0.5052,Pillar can see natural entrance
374,358,Port Aleksander LE,TvZ,4.3,10292,10008,20300,0.507,0.493,Pillar can see natural entrance
375,375,Redshift LE,PvT,4.3,4398,3966,8364,0.5258,0.4742,Pillar can see natural entrance
376,376,Redshift LE,PvZ,4.3,3432,3883,7315,0.4692,0.5308,Pillar can see natural entrance
377,377,Redshift LE,TvZ,4.3,4400,4553,8953,0.4915,0.5085,Pillar can see natural entrance
378,393,Stasis LE,PvT,4.3,3486,2989,6475,0.5384,0.4616,Pillar cannot see natural entrance
379,394,Stasis LE,PvZ,4.3,2833,3179,6012,0.4712,0.5288,Pillar cannot see natural entrance
380,395,Stasis LE,TvZ,4.3,3321,3250,6571,0.5054,0.4946,Pillar cannot see natural entrance
381,435,Year Zero LE,PvT,4.3,2575,2092,4667,0.5517,0.4483,Pillar can see natural entrance
382,437,Year Zero LE,PvZ,4.3,2452,2501,4953,0.4951,0.5049,Pillar can see natural entrance
383,439,Year Zero LE,TvZ,4.3,2371,2364,4735,0.5007,0.4993,Pillar can see natural entrance
384,46,Acropolis LE,PvT,4.8.3,10667,8809,19476,0.5477,0.4523,Pillar can see natural entrance
385,48,Acropolis LE,PvZ,4.8.3,9604,10061,19665,0.4884,0.5116,Pillar can see natural entrance
386,50,Acropolis LE,TvZ,4.8.3,10606,10491,21097,0.5027,0.4973,Pillar can see natural entrance
387,67,Automaton LE,PvT,4.8.3,7932,6594,14526,0.5461,0.4539,Pillar can see natural entrance
388,69,Automaton LE,PvZ,4.8.3,6896,7234,14130,0.488,0.512,Pillar can see natural entrance
389,71,Automaton LE,TvZ,4.8.3,7668,7222,14890,0.515,0.485,Pillar can see natural entrance
390,152,Cyber Forest LE,PvT,4.8.3,18003,15110,33113,0.5437,0.4563,Pillar can see natural entrance
391,155,Cyber Forest LE,PvZ,4.8.3,16053,18498,34551,0.4646,0.5354,Pillar can see natural entrance
392,158,Cyber Forest LE,TvZ,4.8.3,18532,18906,37438,0.495,0.505,Pillar can see natural entrance
393,251,Kairos Junction LE,PvT,4.8.3,20360,18271,38631,0.527,0.473,Pillar can see natural entrance
394,254,Kairos Junction LE,PvZ,4.8.3,17706,19098,36804,0.4811,0.5189,Pillar can see natural entrance
395,257,Kairos Junction LE,TvZ,4.8.3,21615,20011,41626,0.5193,0.4807,Pillar can see natural entrance
396,260,King's Cove LE,PvT,4.8.3,16382,14754,31136,0.5261,0.4739,Pillar can see natural entrance
397,263,King's Cove LE,PvZ,4.8.3,15326,15624,30950,0.4952,0.5048,Pillar can see natural entrance
398,266,King's Cove LE,TvZ,4.8.3,18106,17058,35164,0.5149,0.4851,Pillar can see natural entrance
399,293,New Repugnancy LE,PvT,4.8.3,18382,16753,35135,0.5232,0.4768,Pillar can see natural entrance
400,296,New Repugnancy LE,PvZ,4.8.3,16613,18083,34696,0.4788,0.5212,Pillar can see natural entrance
401,299,New Repugnancy LE,TvZ,4.8.3,20326,19002,39328,0.5168,0.4832,Pillar can see natural entrance
402,355,Port Aleksander LE,PvT,4.8.3,10207,8427,18634,0.5478,0.4522,Pillar can see natural entrance
403,357,Port Aleksander LE,PvZ,4.8.3,9052,9540,18592,0.4869,0.5131,Pillar can see natural entrance
404,359,Port Aleksander LE,TvZ,4.8.3,9848,9684,19532,0.5042,0.4958,Pillar can see natural entrance
405,403,Thunderbird LE,PvT,4.8.3,8190,6323,14513,0.5643,0.4357,Pillar cannot see natural entrance
406,405,Thunderbird LE,PvZ,4.8.3,7202,6935,14137,0.5094,0.4906,Pillar cannot see natural entrance
407,407,Thunderbird LE,TvZ,4.8.3,7833,7207,15040,0.5208,0.4792,Pillar cannot see natural entrance
408,415,Turbo Cruise '84 LE,PvT,4.8.3,5721,5237,10958,0.5221,0.4779,Pillar can see natural entrance
409,417,Turbo Cruise '84 LE,PvZ,4.8.3,4796,5233,10029,0.4782,0.5218,Pillar can see natural entrance
410,419,Turbo Cruise '84 LE,TvZ,4.8.3,5807,5449,11256,0.5159,0.4841,Pillar can see natural entrance
411,436,Year Zero LE,PvT,4.8.3,6181,5114,11295,0.5472,0.4528,Pillar can see natural entrance
412,438,Year Zero LE,PvZ,4.8.3,5834,6159,11993,0.4865,0.5135,Pillar can see natural entrance
413,440,Year Zero LE,TvZ,4.8.3,6097,5849,11946,0.5104,0.4896,Pillar can see natural entrance
414,166,Deathaura LE,PvT,5.0.2,11784,9580,21364,0.5516,0.4484,Pillar cannot see natural entrance
415,168,Deathaura LE,PvZ,5.0.2,10691,10525,21216,0.5039,0.4961,Pillar cannot see natural entrance
416,170,Deathaura LE,TvZ,5.0.2,10736,10108,20844,0.5151,0.4849,Pillar cannot see natural entrance
417,203,Eternal Empire LE,PvT,5.0.2,8214,6986,15200,0.5404,0.4596,Pillar can see natural entrance
418,206,Eternal Empire LE,PvZ,5.0.2,7143,7513,14656,0.4874,0.5126,Pillar can see natural entrance
419,209,Eternal Empire LE,TvZ,5.0.2,7895,7101,14996,0.5265,0.4735,Pillar can see natural entrance
420,211,Ever Dream LE,PvT,5.0.2,9046,7512,16558,0.5463,0.4537,Pillar can see natural entrance
421,213,Ever Dream LE,PvZ,5.0.2,8407,8660,17067,0.4926,0.5074,Pillar can see natural entrance
422,215,Ever Dream LE,TvZ,5.0.2,9157,8468,17625,0.5195,0.4805,Pillar can see natural entrance
423,220,Golden Wall LE,PvT,5.0.2,3181,2784,5965,0.5333,0.4667,Pillar can see natural entrance
424,222,Golden Wall LE,PvZ,5.0.2,2672,2876,5548,0.4816,0.5184,Pillar can see natural entrance
425,224,Golden Wall LE,TvZ,5.0.2,2965,2867,5832,0.5084,0.4916,Pillar can see natural entrance
426,238,Ice and Chrome LE,PvT,5.0.2,8169,6890,15059,0.5425,0.4575,Pillar can see natural entrance
427,240,Ice and Chrome LE,PvZ,5.0.2,7686,8082,15768,0.4874,0.5126,Pillar can see natural entrance
428,242,Ice and Chrome LE,TvZ,5.0.2,8261,7713,15974,0.5172,0.4828,Pillar can see natural entrance
429,246,Jagannatha LE,PvT,5.0.2,2802,2459,5261,0.5326,0.4674,Pillar can see natural entrance
430,247,Jagannatha LE,PvZ,5.0.2,2714,2889,5603,0.4844,0.5156,Pillar can see natural entrance
431,248,Jagannatha LE,TvZ,5.0.2,2555,2742,5297,0.4823,0.5177,Pillar can see natural entrance
432,267,Lightshade LE,PvT,5.0.2,3113,2721,5834,0.5336,0.4664,Pillar can see natural entrance
433,268,Lightshade LE,PvZ,5.0.2,3032,3048,6080,0.4987,0.5013,Pillar can see natural entrance
434,269,Lightshade LE,TvZ,5.0.2,3296,3214,6510,0.5063,0.4937,Pillar can see natural entrance
435,333,Oxide LE,PvT,5.0.2,2946,2654,5600,0.5261,0.4739,Pillar can see natural entrance
436,334,Oxide LE,PvZ,5.0.2,2633,2633,5266,0.5,0.5,Pillar can see natural entrance
437,335,Oxide LE,TvZ,5.0.2,2871,2716,5587,0.5139,0.4861,Pillar can see natural entrance
438,349,Pillars of Gold LE,PvT,5.0.2,9477,8512,17989,0.5268,0.4732,Pillar can see natural entrance
439,351,Pillars of Gold LE,PvZ,5.0.2,8942,9720,18662,0.4792,0.5208,Pillar can see natural entrance
440,353,Pillars of Gold LE,TvZ,5.0.2,10068,9334,19402,0.5189,0.4811,Pillar can see natural entrance
441,378,Romanticide LE,PvT,5.0.2,3017,2551,5568,0.5418,0.4582,Pillar can see natural entrance
442,379,Romanticide LE,PvZ,5.0.2,2726,2629,5355,0.5091,0.4909,Pillar can see natural entrance
443,380,Romanticide LE,TvZ,5.0.2,2996,2761,5757,0.5204,0.4796,Pillar can see natural entrance
444,397,Submarine LE,PvT,5.0.2,9602,8738,18340,0.5236,0.4764,Pillar can see natural entrance
445,399,Submarine LE,PvZ,5.0.2,8257,9197,17454,0.4731,0.5269,Pillar can see natural entrance
446,401,Submarine LE,TvZ,5.0.2,9858,8973,18831,0.5235,0.4765,Pillar can see natural entrance
